 사업장명,소재지역,소재지,위도,경도,업종,기업규모,임금,일생활균형,고용안정,비고
(주)펨트론,서울특별시,"서울특별시 금천구 가산디지털1로 219, 1406호(가산동,벽산디지털밸리6차)",37.4844389,126.8789745,제조업,중소기업 178,1,1,,2
호스트센터(주),서울특별시,"서울특별시 서초구 법원로1길 6, 1층(서초동)",37.4934675,127.0098909,정보통신업,중소기업 41,1,1,1,3
주식회사 솔박스,서울특별시,"서울특별시 강남구 테헤란로 124, 10층(역삼동,삼원타워)",37.4987464,127.03169,정보통신업,중소기업 76,,1,,1
(주)아이앤티시스템,서울특별시,"서울특별시 금천구 서부샛길 606, A동 2208호(가산동,대성디폴리스)",37.47927853,126.8763739,정보통신업,중소기업 21,,1,1,2
(주)초록에스티,서울특별시,"서울특별시 송파구 법원로11길 7, C동 913호(문정동,문정현대지식산업센터)",37.4941097,127.0106092,도매 및 소매업,중소기업 12,,,1,1
(주)아이비리더스,서울특별시,"서울특별시 구로구 디지털로 242, 1501호(구로동,한화비즈메트로)",37.4808224,126.8926653,정보통신업,중소기업 69,1,1,,2
주식회사 휴네시온,서울특별시,"서울특별시 강남구 학동로 97길 20, 2,3층(청담동,성호빌딩)",37.5211309,127.0553623,정보통신업,중소기업 156,1,1,1,3
에이스바이오팜 주식회사 ,서울특별시,"서울특별시 서초구 동산로8길 41, 4층(양재동,성현빌딩)",37.4703049,127.0457791,도매 및 소매업,중소기업 73,1,1,1,3
(주)에스큐브아이,서울특별시,"서울특별시 서초구 동산로 23, 3층(양재동,베델회관)",37.470275,127.0418645,정보통신업,중소기업 62,,1,1,2
(주)아이티이지,서울특별시,"서울특별시 서초구 서초대로 250, 3층(서초동,스타갤러리브릿지)",37.4918657,127.0091612,정보통신업,중소기업 82,,1,1,2
(주)모니터랩,서울특별시,"서울특별시 구로구 디지털로27가길 27, 8,9층(구로동,아남빌딩)",37.4846352,126.8925254,정보통신업,중소기업 78,1,1,1,3
(주)콘텐츠브릿지,서울특별시,"서울특별시 강남구 언주로 517, KT-IDC 14층(역삼동)",37.5046955,127.0412371,정보통신업,중소기업 77,1,1,,2
(주)티라유텍,서울특별시,"서울특별시 강남구 학동로5길 7, 2층(CK빌딩)",37.5121597,127.022867,정보통신업,중소기업 286,1,1,,2
한국시스템보증(주),서울특별시,서울특별시 송파구 문정로4길 12,37.4851859,127.1260437,정보통신업,중소기업 27,1,,1,2
에이비온 주식회사,서울특별시,"서울특별시 구로구 디지털로 242, 915호(구로동,한화비즈메트로1차)",37.4808224,126.8926653,"전문, 과학 및 기술 서비스업",중소기업 31,1,,1,2
(주)반석티브이에스,서울특별시,"서울특별시 송파구 법원로 114, B동 1201호(문정,엠스테이트)",37.4941097,127.0106092,도매 및 소매업,중소기업 48,1,,,1
주식회사 세시소프트,서울특별시,"서울특별시 서초구 방배로22길 20, 2층(방배동)",37.4862734,126.9958821,정보통신업,중소기업 44,,,1,1
주식회사 스펙엔지니어링와이엔피,서울특별시,"서울특별시 송파구 송파대로 201, B동 1407,1408호(문정동,송파테라타워2) ",37.4851331,127.1238462,"전문, 과학 및 기술 서비스업",중소기업 16,1,,,1
(주)에스앤에프솔루션 ,서울특별시,"서울특별시 서초구 강남대로97길 27(잠원동,세원빌딩)",37.5143705,127.0182626,정보통신업,중소기업 12,,1,,1
(주)아이티레이,서울특별시,"서울특별시 금천구 가산디지털1로 45, 704호(가산동,이앤씨드림타워8차)",37.4697672,126.8855646,도매 및 소매업,중소기업 24,1,1,,2
주식회사 애드오피,서울특별시,"서울특별시 강남구 테헤란로 623, 10층(삼성동,삼성빌딩)",37.5099761,127.0656941,"전문, 과학 및 기술 서비스업",중소기업 28,1,1,1,3
(주)피앰아이,서울특별시,"서울특별시 서초구 강남대로91길 16, 2층(잠원동,서린빌딩)",37.5121342,127.0197895,"전문, 과학 및 기술 서비스업",중소기업 57,1,1,1,3
(주)시큐레이어,서울특별시,"서울특별시 성동구 성수일로4길 25, 1407호(성수동2가,서울숲코오롱디지털타워)",37.542509,127.0518608,정보통신업,중소기업 92,,,1,1
(주)더블유게임즈,서울특별시,"서울특별시 강남구 테헤란로 152, 13,16층(역삼동,강남파이낸스센터)",37.499927,127.036789,정보통신업,중견기업 321,1,1,1,3
이패스(주),서울특별시,"서울특별시 구로구 디지털로30길 31, 1101호(구로동,코오롱디지털타워빌란트2차)",37.4829591,126.8961638,정보통신업,중소기업 14,,,1,1
크리스피드(주),서울특별시,"서울특별시 송파구 법원로11길 25, B동 1001호(문정동,에이치비지니스파크)",37.4941097,127.0106092,정보통신업,중소기업 191,1,1,1,3
(주)태조엔지니어링,서울특별시,"서울특별시 송파구 백제고분로 503, 4층(방이동,유정빌딩)",37.5153294,127.1148544,"전문, 과학 및 기술 서비스업",중소기업 272,1,,1,2
동신렌탈(주),서울특별시,"서울특별시 송파구 송파대로 201, B동 503호(문정동,송파테라타워2) ",37.4874166,127.1200937,도매 및 소매업,중소기업 11,1,,1,2
(주)크로니아이티,서울특별시,"서울특별시 송파구 중대로 113, 5층(가락동,전기회관)",37.4939614,127.1208265,정보통신업,중소기업 49,1,,,1
코아인텍 주식회사,서울특별시,"서울특별시 영등포구 양평로21길 26, 1303호(양평동5가,아이에스비즈타워1차)",37.5380675,126.8930945,도매 및 소매업,중소기업 18,,1,1,2
주식회사 네오크레마,서울특별시,"서울특별시 송파구 중대로 211(가락동,나은빌딩)",37.5007979,127.126684,제조업,중소기업 66,1,1,1,3
(주)이노룰스,서울특별시,"서울특별시 송파구 법원로6길 7, 12층(문정동,유탑테크밸리)",37.5628859,126.9843405,정보통신업,중소기업 76,1,1,1,3
(주)에스앤에프디지텍,서울특별시,"서울특별시 강남구 선릉로145길 5-11(논현동,주영빌딩)",37.5206526,127.0380761,도매 및 소매업,중소기업 2,,1,,1
주식회사 위우너스,서울특별시,"서울특별시 송파구 중대로 135, 동관 1201호(가락동,아이티벤처타워)",37.4949482,127.1222675,정보통신업,중소기업 31,1,,,1
(주)지브이,서울특별시,"서울특별시 강동구 양재대로 1397, 502호(성내동,양지빌딩) ",37.5308926,127.1370417,도매 및 소매업,중소기업 13,,,1,1
피에스피에프앤디 주식회사,서울특별시,"서울특별시 송파구 송이로 99, 피에스피빌딩 2층전관",37.4974645,127.1214018,도매 및 소매업,중소기업 34,,,1,1
주식회사 노버스메이,서울특별시,서울특별시 송파구 마천로39길 33,37.5002468,127.149209,도매 및 소매업,중소기업 33,1,1,1,3
(주)건우애듀,서울특별시,"서울특별시 노원구 초안산로12, 연지스퀘어 비203호(인덕대학교)",37.6314191,127.0548249,정보통신업,중소기업 18,,,1,1
(주)스틸리언,서울특별시,"서울특별시 용산구 원효로 90길 11, 업무동 12층(더프라임타워)",37.5401471,126.9700791,정보통신업,중소기업 53,1,1,1,3
주식회사 애드인텔리전스,서울특별시,"서울특별시 광진구 천호대로110길 7, 6층(능동,마주빌딩)",37.5561313,127.0804914,정보통신업,중소기업 32,,1,1,2
(주)삼원특수지,서울특별시,"서울특별시 광진구 천호대로 549, 10,11,12층(중곡동,지타워)",37.5575666,127.079334,도매 및 소매업,중소기업 135,1,,,1
(주)익진엔지니어링,서울특별시,"서울특별시 강남구 역삼로 124, 6층(역삼동,청보빌딩)",37.4937098,127.0332636,기타,중소기업 18,,,1,1
(주)한국리서치,서울특별시,"서울특별시 강남구 봉은사로 179, 7층(논현동,H타워)",37.5077424,127.0296024,"전문, 과학 및 기술 서비스업",중소기업 157,1,1,,2
모락스트레이딩(주),서울특별시,"서울특별시 중구 서소문로 116(서소문동,유원빌딩)",37.5627296,126.9739978,제조업,중소기업 70,1,,,1
(주)영림원소프트랩,서울특별시,"서울특별시 강서구 양천로 583, A동 23층(염창동,우림블루9 비즈니스센터)",37.556904,126.8642901,정보통신업,중소기업 312,1,1,1,3
노아에이티에스(주),서울특별시,"서울특별시 종로구 청계천로 41, 12층(서린동,영풍빌딩)",37.5696304,126.9821706,정보통신업,중소기업 152,1,1,1,3
(주)컨트롤웍스,서울특별시,"서울특별시 강남구 언주로81길 13, 3층(진일빌딩)",37.4999491,127.0426097,도매 및 소매업,중소기업 48,1,,1,2
(주)씨에스피아이,서울특별시,"서울특별시 서초구 강남대로 222-6, 7층(Zinam빌딩)",37.4837912,127.0357184,정보통신업,중소기업 202,,1,1,2
(주)엑센솔루션,서울특별시,"서울특별시 금천구 가산디지털1로 171, 1713,1817,1818호(가산동,가산 SK v1센터)",37.4806318,126.8805702,정보통신업,중소기업 45,,,1,1
(주)인브레인,서울특별시,"서울특별시 금천구 디지털로9길 46, 704호(가산동,이앤씨드림타워7차)",37.47982,126.886642,정보통신업,중소기업 47,,,1,1
브레인즈컴퍼니(주),서울특별시,"서울특별시 성동구 성수이로87, 8층(성수2가,성문빌딩)",37.5426988,127.0562037,정보통신업,중소기업 101,,1,,1
주식회사 모비젠,서울특별시,"서울특별시 송파구 법원로 128, C동 1610~1621호(문정동,SK V1 GL메트로시티)",37.4941097,127.0106092,정보통신업,중소기업 215,1,1,1,3
(주)에이앤티솔루션,서울특별시,"서울특별시 강남구 삼성로 508, 1211호(삼성동,LG트윈빌딩2차)",37.507737,127.0566203,정보통신업,중소기업 77,1,1,1,3
(주)불스원,서울특별시,"서울특별시 강남구 테헤란로 306, 카이트타워 6층",37.5025597,127.044093,제조업,중견기업 253,1,1,1,3
(주)이너버스,서울특별시,"서울특별시 영등포구 양평로21길 26, 1604~1607호(양평동5가,아이에스비즈타워)",37.5367375,126.8930576,정보통신업,중소기업 26,,1,1,2
파이언넷(주),서울특별시,서울특별시 강서구 마곡동로 36,37.5590032,126.8343207,정보통신업,중소기업 181,1,1,1,3
핌즈(주),서울특별시,"서울특별시 중랑구 신내역로3길 40-36, A동 1217호",37.6126681,127.1032127,정보통신업,중소기업 42,1,1,1,3
주식회사 비투엔,서울특별시,"서울특별시 영등포구 선유로 146, 210호(양평동3가,이앤씨드림타워)",37.5277212,126.8915678,정보통신업,중소기업 146,1,,,1
(주)트리플하이엠,서울특별시,"서울특별시 금천구 디지털로 121, 10층(가산동,에이스가산타워)",37.4760213,126.8801122,"전문, 과학 및 기술 서비스업",중소기업 139,,1,,1
디딤365 주식회사,서울특별시,"서울특별시 금천구 디지털로9길 68, 2006~2010호,1601,1602호(대륭포스트타워5차)",37.4808988,126.8863264,정보통신업,중소기업 133,1,1,1,3
넥스엔정보기술(주),서울특별시,"서울특별시 강남구 언주로75길19, 203호(역삼동,역원빌딩)",37.4982943,127.0428262,정보통신업,중소기업 17,1,1,1,3
(주)친환경계획그룹청연,서울특별시,"서울특별시 강남구 논현로71길 6(역삼동,청연빌딩)",37.4943617,127.0372571,"전문, 과학 및 기술 서비스업",중소기업 74,1,,1,2
나인원소프트(주),서울특별시,"서울특별시 성동구 상원1길 26, 711호(성수동1가,서울숲A타워)",37.5461925,127.0481679,정보통신업,중소기업 26,1,,1,2
주식회사 데이사이드,서울특별시,"서울특별시 강남구 강남대로94길 53, 4층(역삼동,화성빌딩)",37.5005177,127.0314557,정보통신업,중소기업 45,1,1,1,3
희래 주식회사,서울특별시,"서울특별시 강남구 강남대로 302, 15층(역삼동,동희빌딩)",37.504988,127.0477422,도매 및 소매업,중소기업 10,1,,1,2
이앤에스글로벌(주),서울특별시,"서울특별시 강남구 선릉로 433(역삼동,세방빌딩)",37.50375,127.0488959,"전문, 과학 및 기술 서비스업",중견기업 46,1,1,1,3
(주)지엔엠라이프,서울특별시,"서울특별시 영등포구 선유로 130, 13층(양평동3가,에이스하이테크시티3)",37.5251957,126.8913598,도매 및 소매업,중소기업 70,1,1,1,3
아일리스프런티어(주),서울특별시,"서울특별시 중구 청계천로 100, 서관 3층(수표동,시그니쳐타워)",37.5674783,126.9884121,정보통신업,중소기업 37,1,1,1,3
주식회사 플그림,서울특별시,"서울특별시 성동구 연무장5가길 7, W1404호(성수동2가,성수역 현대테라스타워)",37.5439435,127.0532314,정보통신업,대기업 79,1,1,1,3
(주)코너스,서울특별시,"서울특별시 성동구 상원1길 26, 806호(성수동1가,서울숲A타워)",37.5461925,127.0481679,정보통신업,중소기업 29,,,1,1
(주)에이스엔지니어링,서울특별시,서울특별시 서초구 사평대로 80(반포동),37.4979979,126.9934543,도매 및 소매업,중소기업 52,1,,,1
(주)그라운드케이,서울특별시,"서울특별시 강서구 마곡중앙로 161-8, C동 1205호(마곡동,두산더랜드파크)",37.5764888,126.8307466,기타,중소기업 10,,,1,1
(주)교림소프트,서울특별시,"서울특별시 구로구 디지털로33길 27, 307호(구로동,삼성IT밸리)",37.4860113,126.8946614,정보통신업,중소기업 48,,1,,1
(주)핀업,서울특별시,"서울특별시 강남구 삼성로95길 10, 2~4층(삼성동,핀업빌딩)",37.5080293,127.0547594,정보통신업,중소기업 48,1,1,1,3
주식회사 자이냅스,서울특별시,"서울특별시 강남구 테헤란로86길 14, 7,8층(대치동,윤천빌딩) ",37.5063988,127.0590983,정보통신업,중소기업 67,1,,1,2
비즈톡 주식회사,서울특별시,"서울특별시 강남구 봉은사로 304, 14층(역삼동,금강빌딩)",37.5089909,127.0403621,정보통신업,중소기업 24,,,1,1
주식회사 뉴본홀딩스,서울특별시,"서울특별시 강남구 역삼로73길 5(대치동,아크디뉴본) ",37.5023623,127.0549439,"전문, 과학 및 기술 서비스업",중소기업 41,,1,1,2
(주)어반베이스,서울특별시,"서울특별시 서초구 서초대로 77길 17, 11층(Block77빌딩)",37.4996935,127.0255707,정보통신업,중소기업 54,1,1,,2
(주)어퓨마케팅서비스,서울특별시,"서울특별시 강남구 언주로136길 11, 4층(논현동,성현빌딩)",37.5174361,127.036444,기타,중소기업 12,,,1,1
(주)드제이,서울특별시,"서울특별시 마포구 양화로12길 8-6, 2층(서교동,대륭빌딩)",37.5515208,126.9176768,정보통신업,중소기업 47,1,1,,2
주식회사 레뷰코퍼레이션,서울특별시,서울특별시 강남구 논현로135길 29(논현동),37.5160536,127.027393,"전문, 과학 및 기술 서비스업",중소기업 201,,1,1,2
주식회사 호윤,서울특별시,"서울특별시 성동구 연무장11길 10, 249호(성수동2가,우리큐브)",37.542731,127.0573043,정보통신업,중소기업 15,,,1,1
주식회사 티오리한국,서울특별시,"서울특별시 강남구 테헤란로 414, 5층(대치동,엘앤비타워)",37.5048901,127.0516185,정보통신업,중소기업 39,1,1,1,3
(주)넥스트랩,서울특별시,"서울특별시 강남구 선릉로 703, 12층( 논현동,H&S Tower)",37.5166504,127.0235018,정보통신업,중소기업 21,1,1,1,3
(주)블루오렌지커뮤니케이션즈,서울특별시,"서울특별시 서초구 서초대로 48길 33, 3층(서초동,허브원빌딩)",37.4913779,127.0120239,"전문, 과학 및 기술 서비스업",중소기업 80,,1,1,2
주식회사 인스팅터스,서울특별시,"서울특별시 성동구 왕십리로 115, G601호(성수동1가,헤이그라운드 서울숲점) ",37.5479066,127.0441399,도매 및 소매업,중소기업 35,1,,1,2
주식회사 투게더앱스,서울특별시,"서울특별시 강남구 논현로111길 23(논현동,ST빌딩)",37.5073609,127.0313069,도매 및 소매업,중소기업 76,1,1,1,3
주식회사 엠엠엠디,서울특별시,"서울특별시 강서구 공항대로 329, 4층(등촌동,청호프라자)",37.5582279,126.8442884,도매 및 소매업,중소기업 31,1,,1,2
스페이스워크 주식회사,서울특별시,"서울특별시 성동구 왕십리로 125, 501,519호(성수동1가,KD타워)",37.5388954,127.0462126,정보통신업,중소기업 41,1,1,1,3
(주)엔오원,서울특별시,"서울특별시 영등포구 국제금융로6길 33, 831호(여의도동,맨하탄빌딩)",37.5207606,126.926893,도매 및 소매업,중소기업 17,,1,,1
(주)사이버라인,서울특별시,"서울특별시 서초구 사임당로 173, 10층(서초동,서전빌딩)",37.4927753,127.0285306,정보통신업,중소기업 37,,,1,1
주식회사 프로텐,서울특별시,"서울특별시 금천구 가산디지털1로 165, 404호(가산동,가산비지니스센터) ",37.4801705,126.8811402,정보통신업,중소기업 18,1,1,,2
주식회사 메이데이파트너스,서울특별시,"서울특별시 강남구 봉은사로 439, 2,3층(삼성동,CC빌딩) ",37.5116949,127.0478201,"전문, 과학 및 기술 서비스업",중소기업 47,1,1,1,3
(주)스탠스,서울특별시,"서울특별시 노원구 공릉로 232, 테크노큐브동 705호(공릉동,서울과학기술대학교)",37.6324657,127.0786713,정보통신업,중소기업 26,1,,1,2
주식회사 짐싸,서울특별시,"서울특별시 강남구 테헤란로 302, 14층(역삼동,위워크타워)",37.5023915,127.0434618,정보통신업,중소기업 31,,1,1,2
(주)다래전략사업화센터,서울특별시,"서울특별시 강남구 테헤란로 132, 한독빌딩 11층",37.499294,127.0331883,"전문, 과학 및 기술 서비스업",중소기업 50,,1,,1
주식회사 리스너,서울특별시,"서울특별시 강남구 선릉로93길 27, 9층(역삼동,아름빌딩) ",37.5045113,127.0465394,정보통신업,중소기업 66,1,,1,2
(주)데이터마케팅코리아,서울특별시,"서울특별시 강남구 테헤란로53길 16(역삼동,예안빌딩)",37.5055253,127.0469042,정보통신업,중소기업 50,1,1,1,3
다보오에스티(주),서울특별시,"서울특별시 금천구 가산디지털2로 115, 610호(가산동,대륭테크노타운3차) ",37.4780715,126.8791907,도매 및 소매업,중소기업 27,,1,1,2
아이솔라에너지 주식회사,서울특별시,"서울특별시 마포구 월드컵북로 361, 19층",37.5770922,126.8913759,도매 및 소매업,중소기업 33,1,,1,2
알엔에이애널리틱스 주식회사,서울특별시,"서울특별시 종로구 청계천로 35, 13층(서린동,관정빌딩)",37.5692999,126.9813612,"전문, 과학 및 기술 서비스업",중소기업 5,1,1,,2
(주)메디노,서울특별시,"서울특별시 금천구 가산로9길 66, 820호(가산동,더리즌밸리 지식산업센터)",37.4759626,126.8884733,"전문, 과학 및 기술 서비스업",중소기업 42,1,,1,2
구디아카데미,서울특별시,"서울특별시 금천구 가산디지털2로 115, 1109-1호(가산동,대륭테크노타운3차)",37.4780715,126.8791907,기타,중소기업 8,,,1,1
(주)엠브레인퍼블릭,서울특별시,"서울특별시 강남구 강남대로 318, 3~5층(역삼동,TOWER837)",37.4915374,127.0311781,"전문, 과학 및 기술 서비스업",중소기업 78,,1,,1
(주)에이치에스엔지니어링,서울특별시,"서울특별시 송파구 새말로 101, 5층(문정동,형수빌딩)",37.4828558,127.1254343,"전문, 과학 및 기술 서비스업",중소기업 14,1,1,,2
호식이두마리치킨,서울특별시,"서울특별시 강남구 학동로337, 12층(H타워)",37.5170209,127.0399029,도매 및 소매업,중소기업 59,1,1,1,3
(주)예지C&C,서울특별시,"서울특별시 금천구 서부샛길 606, B동 1111호(가산동,대성디폴리스)",37.47927853,126.8763739,"전문, 과학 및 기술 서비스업",중소기업 35,1,1,1,3
(주)정도유아이티,서울특별시,"서울특별시 강남구 테헤란로38길 29, 5층(역삼동,이원빌딩)",37.5005059,127.0428253,정보통신업,중소기업 77,,1,,1
샤인 치과교정과 치과병원,서울특별시,"서울특별시 노원구 노해로 488, 5층 샤인치과(상계동,근호빌딩)",37.654341,127.062154,기타,중소기업 12,1,,1,2
(주)몽키소프트,서울특별시,"서울특별시 금천구 벚꽃로 278, 917호(가산동,SJ테크노빌)",37.4793995,126.8846023,정보통신업,중소기업 13,1,1,1,3
(주)더기프팅컴퍼니,서울특별시,"서울특별시 성동구 상원12길 1, 3층(성수동1가,유앤아이빌딩) ",37.5503776,127.0479144,정보통신업,중소기업 41,1,1,1,3
주식회사 포티투마루,서울특별시,서울특별시 서초구 신반포로 310,37.5096904,127.0177086,정보통신업,중소기업 82,1,1,1,3
(주)브로스그룹,서울특별시,서울특별시 마포구 동교로17안길 43(서교동),37.5563822,126.9182063,"전문, 과학 및 기술 서비스업",중소기업 15,,,1,1
주식회사 스패로우,서울특별시,"서울특별시 마포구 월드컵북로 396, 17층(상암동,누리꿈스퀘어 비즈니스타워)",37.579396,126.8897942,정보통신업,중소기업 48,1,1,1,3
주식회사 볼트크리에이션,서울특별시,"서울특별시 구로구 디지털로32가길 18, 813호(구로동,HK타워)",37.4826548,126.8985074,제조업,중소기업 28,,,1,1
(주)스토린랩,서울특별시,"서울특별시 마포구 양화로8길 24, 2층(서교동,파피루스빌딩)",37.5496755,126.9162063,정보통신업,중소기업 22,,,1,1
기산전자(주),서울특별시,서울특별시 성동구 성수이로20길 35(성수동2가),37.542771,127.0606285,제조업,중소기업 133,1,1,,2
(주)조아라,서울특별시,"서울특별시 금천구 가산디지털1로 131, B동 2104호(가산동,비와이씨하이시티 지식산업센터)",37.4769739,126.8823128,정보통신업,중소기업 76,,1,,1
주식회사 칸미디어,서울특별시,"서울특별시 서초구 바우뫼로 179, 2층(양재동,에이스빌딩)",37.4786155,127.0395737,정보통신업,중소기업 27,,,1,1
주식회사 가인지캠퍼스,서울특별시,"서울특별시 마포구 토정로 16, 2층",37.5454893,126.9125823,도매 및 소매업,중소기업 29,,1,1,2
(주)브레인콜라,서울특별시,"서울특별시 서초구 강남대로 311, 1201호(드림플러스 강남)",37.490867,127.0302433,정보통신업,중소기업 8,1,,1,2
(주)백아이엔씨,서울특별시,"서울특별시 서초구 서초대로 118, 7층(방배동,양지빌딩2)",37.4878567,126.9953792,"전문, 과학 및 기술 서비스업",중소기업 12,1,1,1,3
(주)트랜서핑,서울특별시,서울특별시 종로구 율곡로5길 12-2(안국동) ,37.5771421,126.9852892,도매 및 소매업,중소기업 20,,,1,1
주식회사 팬마음,서울특별시,"서울특별시 강남구 테헤란로2길 27, 916호(역삼동,패스트파이브빌딩)",37.4964557,127.0296885,정보통신업,중소기업 12,,,1,1
(주)엠디뮨,서울특별시,"서울특별시 성동구 아차산로 49, 602,701,1001~1003,1005,1102호(성수동1가,서울숲코오롱디지털타워3차)",37.5467346,127.050026,"전문, 과학 및 기술 서비스업",중소기업 42,1,1,1,3
주식회사 마담,서울특별시,"서울특별시 성동구 성수이로 119, 5층(성수동2가,덕산빌딩)",37.5456931,127.0571312,"전문, 과학 및 기술 서비스업",중소기업 16,1,,1,2
주식회사 포바이포,서울특별시,"서울특별시 서초구 강남대로 479, 12~14층(반포동,신논현타워)",37.5050428,127.0236893,정보통신업,중소기업 120,1,1,1,3
(주)더블미,서울특별시,"서울특별시 서초구 강남대로 148, 6층 2호(양재동,상록빌딩)",37.48453,127.0399084,정보통신업,중소기업 21,1,1,1,3
주식회사 에오스와이텍,서울특별시,"서울특별시 송파구 법원로 11길 25, B동 901,902호(문정동 에이치비지니스파크)",37.4941097,127.0106092,정보통신업,중소기업 18,1,1,1,3
아콘소프트주식회사,서울특별시,"서울특별시 강남구 테헤란로8길41, 4층(NSB빌딩)",37.4963104,127.0327393,정보통신업,중소기업 40,1,,1,2
(주)글로벌의학연구센터,서울특별시,"서울특별시 강남구 도산대로 107, 17층(신사동)",37.5168188,127.0201196,"전문, 과학 및 기술 서비스업",중소기업 39,1,,1,2
주식회사 대흥정보,서울특별시,"서울특별시 영등포구 문래북로 116, 403호(문래동3가,트리플렉스)",37.5198016,126.8958877,정보통신업,중소기업 68,1,,1,2
주식회사 이제이엔,서울특별시,"서울특별시 강남구 테헤란로 504, 8층(해성빌딩)",37.5065983,127.0573291,정보통신업,중소기업 11,1,1,1,3
주식회사 딥비전스,서울특별시,"서울특별시 성동구 성수일로12길 20, 501호(성수동2가,성동안심상가)",37.5482173,127.0533479,정보통신업,중소기업 16,1,1,1,3
주식회사 포스타입,서울특별시,"서울특별시 강남구 테헤란로4길 5, 6층(역삼동,해암빌딩)",37.4978495,127.0300075,정보통신업,중소기업 34,1,1,1,3
주식회사 아이엠파인,서울특별시,"서울특별시 마포구 잔다리로 31, 4~5층(서교동,제우피스빌딩)",37.551199,126.9195341,정보통신업,중소기업 20,1,1,1,3
(주)오엠인터랙티브,서울특별시,"서울특별시 성동구 성수이로22길 37, 502호(성수동2가,아크밸리)",37.5438837,127.0613025,정보통신업,중소기업 24,,1,1,2
주식회사 원키,서울특별시,서울특별시 강남구 강남대로 100길 24 ,37.50171,127.0279648,정보통신업,중소기업 19,1,,1,2
(주)강안교육,서울특별시,서울특별시 강남구 영동대로 85길 20-9 강안교육빌딩,37.50754571,127.0616378,기타,중소기업 15,1,1,,2
(주)무한정보기술,서울특별시,"서울특별시 영등포구 당산로2길 12, 706호(문래동3가,에이스테크노타워)",37.5150674,126.8954235,정보통신업,중소기업 48,1,,,1
주식회사 데일리펀딩,서울특별시,"서울특별시 강남구 언주로 620, 현대인텔렉스 9층",37.5117092,127.036271,정보통신업,중소기업 28,1,,1,2
(주)제이앤에스팩토리,서울특별시,"서울특별시 종로구 청계천로 71(관철동,계원빌딩)",37.5687847,126.9854965,정보통신업,중소기업 14,1,,1,2
제이더플로어,서울특별시,"서울특별시 강남구 학동로53길 19, 2층(논현동)",37.5183317,127.039764,도매 및 소매업,중소기업 12,1,1,1,3
주식회사 큐비스트,서울특별시,"서울특별시 강남구 언주로149길 11, 2층(논현동)",37.5203272,127.033211,도매 및 소매업,중소기업 17,,,1,1
주식회사 얼리슬로스,서울특별시,서울특별시 종로구 삼청로 12,37.5769828,126.9797622,정보통신업,중소기업 14,1,1,1,3
주식회사 에이아이스페라,서울특별시,"서울특별시 성동구 연무장5가길 7, W701~704호(성수동2가,현대테라스타워)",37.5439435,127.0532314,정보통신업,중소기업 32,1,1,1,3
동문이엔티(주),서울특별시,"서울특별시 구로구 디지털로33길 12, 501~505호(우림이비즈센처2차)",37.486541,126.8960952,도매 및 소매업,중소기업 86,1,1,1,3
(주)솔루텍시스템,서울특별시,"서울특별시 영등포구 영신로 220, 1104호(영등포동8가,KnK디지털타워)",37.526554,126.904299,정보통신업,중소기업 31,,1,,1
라온화이트햇 주식회사,서울특별시,"서울특별시 강남구 테헤란로 145,13층(역삼동,우신빌딩)",37.5006707,127.0351734,정보통신업,중소기업 53,1,1,,2
(주)엠앤와이즈,서울특별시,"서울특별시 구로구 디지털로 243, 지하이시티 601~605호",37.4818903,126.8921068,정보통신업,중소기업 61,1,1,1,3
화인컴에스이(주),서울특별시,"서울특별시 송파구 송파대로 201, A동 1109~1112호(문정동,테라타워2)",37.4851331,127.1238462,제조업,중소기업 29,1,1,1,3
라온시큐어(주),서울특별시,"서울특별시 강남구 테헤란로 145,18층(역삼동,우신빌딩)",37.5006707,127.0351734,정보통신업,중소기업 181,1,1,,2
주식회사 커머스웨어,서울특별시,"서울특별시 성동구 광나루로8길 31, 2동 905호(성수동2가,SK V1센터)",37.5475127,127.064007,정보통신업,중소기업 126,1,1,1,3
(주)소만사,서울특별시,"서울특별시 영등포구 영신로 220, 9층(영등포동8가,KnK디지털타워)",37.526554,126.904299,정보통신업,중소기업 320,1,1,1,3
(주)예평이앤씨,서울특별시,"서울특별시 송파구 충민로 10, 가든파이브 툴동 8층 S-17호",37.4782316,127.1193703,"전문, 과학 및 기술 서비스업",중소기업 33,1,1,,2
(주)실크로드시앤티,서울특별시,"서울특별시 강남구 강남대로308, 9층(역삼동,랜드마크타워)",37.4999072,127.0373932,도매 및 소매업,중견기업 182,1,1,1,3
(주)클라모스,서울특별시,"서울특별시 구로구 디지털로 242, 709호(구로동, 한화비즈메트로1차)",37.4808224,126.8926653,정보통신업,중소기업 15,1,1,,2
